"DevType","District","Weights"
"Town",26,4.88461032874163
"Rural",26,4.88461032874163
"Metropolitan",27,5.62299899647782
"Town",27,5.62299899647782
"Rural",27,5.62299899647782
"Metropolitan",28,6.61736320200583
"Town",28,6.61736320200583
"Rural",28,6.61736320200583
"Metropolitan",29,0.268587436724385
"Town",29,0.268587436724385
"Rural",29,0.268587436724385
"Metropolitan",30,2.81310560990738
"Town",30,2.81310560990738
"Rural",30,2.81310560990738
"Metropolitan",31,0.370240690521522
"Town",31,0.370240690521522
"Rural",31,0.370240690521522
"Metropolitan",32,1.94624355444355
"Town",32,1.94624355444355
"Rural",32,1.94624355444355
"Metropolitan",33,0.103186022486883
"Town",33,0.103186022486883
"Rural",33,0.103186022486883
"Metropolitan",34,4.35505047934869
"Town",34,4.35505047934869
"Rural",34,4.35505047934869
"Metropolitan",35,5.42172454215466
"Town",35,5.42172454215466
"Rural",35,5.42172454215466
"Metropolitan",36,2.80640848432703
"Town",36,2.80640848432703
"Rural",36,2.80640848432703
"Metropolitan",37,3.50644323017708
"Town",37,3.50644323017708
"Rural",37,3.50644323017708
"Metropolitan",38,8.02645537924044
"Town",38,8.02645537924044
"Rural",38,8.02645537924044
"Metropolitan",39,6.60340120099495
"Town",39,6.60340120099495
"Rural",39,6.60340120099495
"Metropolitan",40,1.05914065415285
"Town",40,1.05914065415285
"Rural",40,1.05914065415285
"Metropolitan",41,0.0285408475019872
"Town",41,0.0285408475019872
"Rural",41,0.0285408475019872
"Metropolitan",42,4.03424918407546e-25
"Town",42,4.03424918407546e-25
"Rural",42,4.03424918407546e-25
"Metropolitan",43,9.04598271478571e-22
"Town",43,9.04598271478571e-22
"Rural",43,9.04598271478571e-22
"Metropolitan",44,0.216377548085714
"Town",44,0.216377548085714
"Rural",44,0.216377548085714
"Metropolitan",45,1.5169369574427
"Town",45,1.5169369574427
"Rural",45,1.5169369574427
"Metropolitan",46,0.57147999218616
"Town",46,0.57147999218616
"Rural",46,0.57147999218616
"Metropolitan",47,1.30055312983793
"Town",47,1.30055312983793
"Rural",47,1.30055312983793
"Metropolitan",48,1.36080240791531
"Town",48,1.36080240791531
"Rural",48,1.36080240791531
"Metropolitan",49,0.535127184194196
"Town",49,0.535127184194196
"Rural",49,0.535127184194196
"Metropolitan",50,2.22143988487962
"Town",50,2.22143988487962
"Rural",50,2.22143988487962
"Metropolitan",51,0.552167425351638
"Town",51,0.552167425351638
"Rural",51,0.552167425351638
"Metropolitan",52,2.14390498284524
"Town",52,2.14390498284524
"Rural",52,2.14390498284524
"Metropolitan",53,0.142058677073771
"Town",53,0.142058677073771
"Rural",53,0.142058677073771
"Metropolitan",54,2.48363727941408e-29
"Town",54,2.48363727941408e-29
"Rural",54,2.48363727941408e-29
"Metropolitan",55,0.0611898958652837
"Town",55,0.0611898958652837
"Rural",55,0.0611898958652837
"Metropolitan",56,0.0627791659833931
"Town",56,0.0627791659833931
"Rural",56,0.0627791659833931
"Metropolitan",57,0.0518077130808828
"Town",57,0.0518077130808828
"Rural",57,0.0518077130808828
"Metropolitan",58,0.0191878419353002
"Town",58,0.0191878419353002
"Rural",58,0.0191878419353002
"Metropolitan",59,0.00692956208969716
"Town",59,0.00692956208969716
"Rural",59,0.00692956208969716
"Metropolitan",60,0.011254157521421
"Town",60,0.011254157521421
"Rural",60,0.011254157521421
"Metropolitan",61,0.018546882902929
"Town",61,0.018546882902929
"Rural",61,0.018546882902929
"Metropolitan",62,0.0201067144858793
"Town",62,0.0201067144858793
"Rural",62,0.0201067144858793
"Metropolitan",63,0.016416877620208
"Town",63,0.016416877620208
"Rural",63,0.016416877620208
"Metropolitan",64,1.276190465193e-121
"Town",64,1.276190465193e-121
"Rural",64,1.276190465193e-121
"Metropolitan",65,4.96457533275993e-80
"Town",65,4.96457533275993e-80
"Rural",65,4.96457533275993e-80
"Metropolitan",66,7.73101770984715e-80
"Town",66,7.73101770984715e-80
"Rural",66,7.73101770984715e-80
"Metropolitan",67,1.98569311225008e-84
"Town",67,1.98569311225008e-84
"Rural",67,1.98569311225008e-84
"Metropolitan",68,0.0525314521231768
"Town",68,0.0525314521231768
"Rural",68,0.0525314521231768
"Metropolitan",69,0.0111993477500883
"Town",69,0.0111993477500883
"Rural",69,0.0111993477500883
"Metropolitan",70,0.0479067032709549
"Town",70,0.0479067032709549
"Rural",70,0.0479067032709549
"Metropolitan",71,0.0667302304414408
"Town",71,0.0667302304414408
"Rural",71,0.0667302304414408
"Metropolitan",72,0.126954559797909
"Town",72,0.126954559797909
"Rural",72,0.126954559797909
"Metropolitan",73,0.0143836483355068
"Town",73,0.0143836483355068
"Rural",73,0.0143836483355068
"Metropolitan",74,0.00866468719629444
"Town",74,0.00866468719629444
"Rural",74,0.00866468719629444
"Metropolitan",75,0.0336592208128131
"Town",75,0.0336592208128131
"Rural",75,0.0336592208128131
"Metropolitan",76,0.0108169033017438
"Town",76,0.0108169033017438
"Rural",76,0.0108169033017438
"Metropolitan",77,0.0505805243625014
"Town",77,0.0505805243625014
"Rural",77,0.0505805243625014
"Metropolitan",78,0.00598139765499556
"Town",78,0.00598139765499556
"Rural",78,0.00598139765499556
"Metropolitan",79,0.0902179145113966
"Town",79,0.0902179145113966
"Rural",79,0.0902179145113966
"Metropolitan",80,0.00484234273022063
"Town",80,0.00484234273022063
"Rural",80,0.00484234273022063
"Metropolitan",81,0.0808757467572558
"Town",81,0.0808757467572558
"Rural",81,0.0808757467572558
"Metropolitan",82,0.109499671077747
"Town",82,0.109499671077747
"Rural",82,0.109499671077747
"Metropolitan",83,0.922030959567811
"Town",83,0.922030959567811
"Rural",83,0.922030959567811
"Metropolitan",84,0.326309613127962
"Town",84,0.326309613127962
"Rural",84,0.326309613127962
"Metropolitan",85,0.160673536710718
"Town",85,0.160673536710718
"Rural",85,0.160673536710718
"Metropolitan",86,0.00478894245434772
"Town",86,0.00478894245434772
"Rural",86,0.00478894245434772
"Metropolitan",87,0.318734363036685
"Town",87,0.318734363036685
"Rural",87,0.318734363036685
"Metropolitan",88,2.23840310028414
"Town",88,2.23840310028414
"Rural",88,2.23840310028414
"Metropolitan",89,3.53217269814249
"Town",89,3.53217269814249
"Rural",89,3.53217269814249
"Metropolitan",90,2.20328273382982
"Town",90,2.20328273382982
"Rural",90,2.20328273382982
"Metropolitan",91,0.756008577461157
"Town",91,0.756008577461157
"Rural",91,0.756008577461157
"Metropolitan",92,2.43964055925117
"Town",92,2.43964055925117
"Rural",92,2.43964055925117
"Metropolitan",93,7.30974774317269
"Town",93,7.30974774317269
"Rural",93,7.30974774317269
"Metropolitan",94,3.13887516600531
"Town",94,3.13887516600531
"Rural",94,3.13887516600531
"Metropolitan",95,0.934791892870127
"Town",95,0.934791892870127
"Rural",95,0.934791892870127
"Metropolitan",96,0.0244552691867105
"Town",96,0.0244552691867105
"Rural",96,0.0244552691867105
"Metropolitan",97,4.88867178806249
"Town",97,4.88867178806249
"Rural",97,4.88867178806249
"Metropolitan",98,5.65712542087063
"Town",98,5.65712542087063
"Rural",98,5.65712542087063
"Metropolitan",99,15.8934202637129
"Town",99,15.8934202637129
"Rural",99,15.8934202637129
"Metropolitan",100,4.62718627657519
"Town",100,4.62718627657519
"Rural",100,4.62718627657519
"Metropolitan",101,6.68503059589634
"Town",101,6.68503059589634
"Rural",101,6.68503059589634
"Metropolitan",102,2.03034363152071
"Town",102,2.03034363152071
"Rural",102,2.03034363152071
"Metropolitan",103,0.937511877395284
"Town",103,0.937511877395284
"Rural",103,0.937511877395284
"Metropolitan",104,1.63720885001327
"Town",104,1.63720885001327
"Rural",104,1.63720885001327
"Metropolitan",105,3.46917504771075
"Town",105,3.46917504771075
"Rural",105,3.46917504771075
"Metropolitan",106,6.36865934027798
"Town",106,6.36865934027798
"Rural",106,6.36865934027798
"Metropolitan",107,2.22199269080801
"Town",107,2.22199269080801
"Rural",107,2.22199269080801
"Metropolitan",108,0.103446052791065
"Town",108,0.103446052791065
"Rural",108,0.103446052791065
"Metropolitan",109,2.32138397905349
"Town",109,2.32138397905349
"Rural",109,2.32138397905349
"Metropolitan",110,3.47386935845477
"Town",110,3.47386935845477
"Rural",110,3.47386935845477
"Metropolitan",111,1.47921181672157
"Town",111,1.47921181672157
"Rural",111,1.47921181672157
"Metropolitan",112,1.50478336893608
"Town",112,1.50478336893608
"Rural",112,1.50478336893608
"Metropolitan",113,1.44404437235992
"Town",113,1.44404437235992
"Rural",113,1.44404437235992
"Metropolitan",114,0.818398649142126
"Town",114,0.818398649142126
"Rural",114,0.818398649142126
"Metropolitan",115,4.18639671208897
"Town",115,4.18639671208897
"Rural",115,4.18639671208897
"Metropolitan",116,13.553488946143
"Town",116,13.553488946143
"Rural",116,13.553488946143
"Metropolitan",117,4.02962149472153
"Town",117,4.02962149472153
"Rural",117,4.02962149472153
"Metropolitan",118,1.73437526056844e-251
"Town",118,1.73437526056844e-251
"Rural",118,1.73437526056844e-251
"Metropolitan",119,0.219155560898592
"Town",119,0.219155560898592
"Rural",119,0.219155560898592
"Metropolitan",120,0.144910389609262
"Town",120,0.144910389609262
"Rural",120,0.144910389609262
"Metropolitan",121,2.03240753089383
"Town",121,2.03240753089383
"Rural",121,2.03240753089383
"Metropolitan",122,4.28592804301228
"Town",122,4.28592804301228
"Rural",122,4.28592804301228
"Metropolitan",123,0.510351695370048
"Town",123,0.510351695370048
"Rural",123,0.510351695370048
"Metropolitan",124,0.164892692376133
"Town",124,0.164892692376133
"Rural",124,0.164892692376133
"Metropolitan",125,0.112792029219469
"Town",125,0.112792029219469
"Rural",125,0.112792029219469
"Metropolitan",126,0.00610684183671975
"Town",126,0.00610684183671975
"Rural",126,0.00610684183671975
"Metropolitan",127,0.00227885262653558
"Town",127,0.00227885262653558
"Rural",127,0.00227885262653558
"Metropolitan",128,0.00337885332926326
"Town",128,0.00337885332926326
"Rural",128,0.00337885332926326
"Metropolitan",129,0.00771999198468414
"Town",129,0.00771999198468414
"Rural",129,0.00771999198468414
"Metropolitan",130,0.0399532656627165
"Town",130,0.0399532656627165
"Rural",130,0.0399532656627165
"Metropolitan",131,0.00500473522028349
"Town",131,0.00500473522028349
"Rural",131,0.00500473522028349
"Metropolitan",132,0.00840469542724897
"Town",132,0.00840469542724897
"Rural",132,0.00840469542724897
"Metropolitan",133,2.32270605991338e-93
"Town",133,2.32270605991338e-93
"Rural",133,2.32270605991338e-93
"Metropolitan",134,0.00623211454768756
"Town",134,0.00623211454768756
"Rural",134,0.00623211454768756
"Metropolitan",135,3.69860151395698
"Town",135,3.69860151395698
"Rural",135,3.69860151395698
"Metropolitan",136,2.04267648374106
"Town",136,2.04267648374106
"Rural",136,2.04267648374106
"Metropolitan",137,3.3962512182951
"Town",137,3.3962512182951
"Rural",137,3.3962512182951
"Metropolitan",138,2.09810712502334
"Town",138,2.09810712502334
"Rural",138,2.09810712502334
"Metropolitan",139,4.01821887378767
"Town",139,4.01821887378767
"Rural",139,4.01821887378767
"Metropolitan",140,2.51620370023192
"Town",140,2.51620370023192
"Rural",140,2.51620370023192
"Metropolitan",141,4.00484771615323
"Town",141,4.00484771615323
"Rural",141,4.00484771615323
"Metropolitan",142,4.27927811033468
"Town",142,4.27927811033468
"Rural",142,4.27927811033468
"Metropolitan",143,2.42091296674504
"Town",143,2.42091296674504
"Rural",143,2.42091296674504
"Metropolitan",144,1.570706285494
"Town",144,1.570706285494
"Rural",144,1.570706285494
"Metropolitan",145,0.722570741305137
"Town",145,0.722570741305137
"Rural",145,0.722570741305137
"Metropolitan",146,2.11843380070657
"Town",146,2.11843380070657
"Rural",146,2.11843380070657
"Metropolitan",147,5.85348633147631
"Town",147,5.85348633147631
"Rural",147,5.85348633147631
"Metropolitan",148,1.85018398588684
"Town",148,1.85018398588684
"Rural",148,1.85018398588684
"Metropolitan",149,4.120813850589
"Town",149,4.120813850589
"Rural",149,4.120813850589
"Metropolitan",150,5.66980529368351
"Town",150,5.66980529368351
"Rural",150,5.66980529368351
"Metropolitan",151,12.8741885444237
"Town",151,12.8741885444237
"Rural",151,12.8741885444237
"Metropolitan",152,5.10756028074346
"Town",152,5.10756028074346
"Rural",152,5.10756028074346
"Metropolitan",153,3.15404896811526
"Town",153,3.15404896811526
"Rural",153,3.15404896811526
"Metropolitan",154,3.66530872259305
"Town",154,3.66530872259305
"Rural",154,3.66530872259305
"Metropolitan",155,15.9277426446885
"Town",155,15.9277426446885
"Rural",155,15.9277426446885
"Metropolitan",156,1.82247752015874
"Town",156,1.82247752015874
"Rural",156,1.82247752015874
"Metropolitan",157,3.11060455255872
"Town",157,3.11060455255872
"Rural",157,3.11060455255872
"Metropolitan",158,0.00861615970483043
"Town",158,0.00861615970483043
"Rural",158,0.00861615970483043
"Metropolitan",159,2.62871719806491
"Town",159,2.62871719806491
"Rural",159,2.62871719806491
"Metropolitan",160,0.00282641274706116
"Town",160,0.00282641274706116
"Rural",160,0.00282641274706116
"Metropolitan",161,0.0039280211565906
"Town",161,0.0039280211565906
"Rural",161,0.0039280211565906
"Metropolitan",162,0.00111144503766482
"Town",162,0.00111144503766482
"Rural",162,0.00111144503766482
"Metropolitan",163,0.002872204502966
"Town",163,0.002872204502966
"Rural",163,0.002872204502966
"Metropolitan",164,0.00232215948410144
"Town",164,0.00232215948410144
"Rural",164,0.00232215948410144
"Metropolitan",165,0.318911115236875
"Town",165,0.318911115236875
"Rural",165,0.318911115236875
"Metropolitan",166,0.481095498005657
"Town",166,0.481095498005657
"Rural",166,0.481095498005657
"Metropolitan",167,0.00876405206740187
"Town",167,0.00876405206740187
"Rural",167,0.00876405206740187
"Metropolitan",168,0.81331451603431
"Town",168,0.81331451603431
"Rural",168,0.81331451603431
"Metropolitan",169,9.89983631785766
"Town",169,9.89983631785766
"Rural",169,9.89983631785766
"Metropolitan",170,3.12774004218246
"Town",170,3.12774004218246
"Rural",170,3.12774004218246
"Metropolitan",171,1.28441059122027
"Town",171,1.28441059122027
"Rural",171,1.28441059122027
"Metropolitan",172,0.00680184764482526
"Town",172,0.00680184764482526
"Rural",172,0.00680184764482526
"Metropolitan",173,4.8820121140655
"Town",173,4.8820121140655
"Rural",173,4.8820121140655
"Metropolitan",174,4.04238337077853
"Town",174,4.04238337077853
"Rural",174,4.04238337077853
"Metropolitan",175,1.1025950427137
"Town",175,1.1025950427137
"Rural",175,1.1025950427137
"Metropolitan",176,13.5736213188858
"Town",176,13.5736213188858
"Rural",176,13.5736213188858
"Metropolitan",177,33.3959537284488
"Town",177,33.3959537284488
"Rural",177,33.3959537284488
"Metropolitan",178,4.45263656557124
"Town",178,4.45263656557124
"Rural",178,4.45263656557124
"Metropolitan",179,4.17721050214085
"Town",179,4.17721050214085
"Rural",179,4.17721050214085
"Metropolitan",180,6.978668324099
"Town",180,6.978668324099
"Rural",180,6.978668324099
"Metropolitan",181,24.7831027542296
"Town",181,24.7831027542296
"Rural",181,24.7831027542296
"Metropolitan",182,0.292537625632727
"Town",182,0.292537625632727
"Rural",182,0.292537625632727
"Metropolitan",183,5.73590130209493
"Town",183,5.73590130209493
"Rural",183,5.73590130209493
"Metropolitan",184,5.27525753376733
"Town",184,5.27525753376733
"Rural",184,5.27525753376733
"Metropolitan",185,6.52401693949305
"Town",185,6.52401693949305
"Rural",185,6.52401693949305
"Metropolitan",186,22.0122103722875
"Town",186,22.0122103722875
"Rural",186,22.0122103722875
"Metropolitan",187,11.7764785873948
"Town",187,11.7764785873948
"Rural",187,11.7764785873948
"Metropolitan",188,30.2584698000449
"Town",188,30.2584698000449
"Rural",188,30.2584698000449
"Metropolitan",189,42.6774368916617
"Town",189,42.6774368916617
"Rural",189,42.6774368916617
"Metropolitan",190,32.6420821884361
"Town",190,32.6420821884361
"Rural",190,32.6420821884361
"Metropolitan",191,22.5444978803397
"Town",191,22.5444978803397
"Rural",191,22.5444978803397
"Metropolitan",192,9.43146115457824
"Town",192,9.43146115457824
"Rural",192,9.43146115457824
"Metropolitan",193,0.263902894728619
"Town",193,0.263902894728619
"Rural",193,0.263902894728619
"Metropolitan",194,0.224887371110207
"Town",194,0.224887371110207
"Rural",194,0.224887371110207
"Metropolitan",195,0.0462350330264219
"Town",195,0.0462350330264219
"Rural",195,0.0462350330264219
"Metropolitan",196,0.748786668648254
"Town",196,0.748786668648254
"Rural",196,0.748786668648254
"Metropolitan",197,2.27938493227586
"Town",197,2.27938493227586
"Rural",197,2.27938493227586
"Metropolitan",198,0.587283088047508
"Town",198,0.587283088047508
"Rural",198,0.587283088047508
"Metropolitan",199,0.349480873311682
"Town",199,0.349480873311682
"Rural",199,0.349480873311682
"Metropolitan",200,0.177625302829247
"Town",200,0.177625302829247
"Rural",200,0.177625302829247
"Metropolitan",201,0.0554311038993471
"Town",201,0.0554311038993471
"Rural",201,0.0554311038993471
"Metropolitan",202,1.90779433780507
"Town",202,1.90779433780507
"Rural",202,1.90779433780507
"Metropolitan",203,0.372175053841664
"Town",203,0.372175053841664
"Rural",203,0.372175053841664
"Metropolitan",204,2.5375874412922
"Town",204,2.5375874412922
"Rural",204,2.5375874412922
"Metropolitan",205,2.70026603707694
"Town",205,2.70026603707694
"Rural",205,2.70026603707694
"Metropolitan",206,2.53846641565631
"Town",206,2.53846641565631
"Rural",206,2.53846641565631
"Metropolitan",207,2.69982072588778
"Town",207,2.69982072588778
"Rural",207,2.69982072588778
"Metropolitan",208,0.000641378661842197
"Town",208,0.000641378661842197
"Rural",208,0.000641378661842197
"Metropolitan",209,0.00167290377908522
"Town",209,0.00167290377908522
"Rural",209,0.00167290377908522
"Metropolitan",210,0.97925324267125
"Town",210,0.97925324267125
"Rural",210,0.97925324267125
"Metropolitan",211,4.57386877721445e-49
"Town",211,4.57386877721445e-49
"Rural",211,4.57386877721445e-49
"Metropolitan",212,0.225671727685814
"Town",212,0.225671727685814
"Rural",212,0.225671727685814
"Metropolitan",213,0.543829188024927
"Town",213,0.543829188024927
"Rural",213,0.543829188024927
"Metropolitan",214,0.207462021466113
"Town",214,0.207462021466113
"Rural",214,0.207462021466113
"Metropolitan",215,1.2109400364185
"Town",215,1.2109400364185
"Rural",215,1.2109400364185
"Metropolitan",216,1.35398836284568
"Town",216,1.35398836284568
"Rural",216,1.35398836284568
"Metropolitan",217,4.86076649613917
"Town",217,4.86076649613917
"Rural",217,4.86076649613917
"Metropolitan",218,8.72840271171464
"Town",218,8.72840271171464
"Rural",218,8.72840271171464
"Metropolitan",219,55.1043120868361
"Town",219,55.1043120868361
"Rural",219,55.1043120868361
"Metropolitan",220,8.87861232687768
"Town",220,8.87861232687768
"Rural",220,8.87861232687768
"Metropolitan",221,37.1489876867833
"Town",221,37.1489876867833
"Rural",221,37.1489876867833
"Metropolitan",222,36.1213998774605
"Town",222,36.1213998774605
"Rural",222,36.1213998774605
"Metropolitan",223,47.959211668792
"Town",223,47.959211668792
"Rural",223,47.959211668792
"Metropolitan",224,3.68469701265835
"Town",224,3.68469701265835
"Rural",224,3.68469701265835
"Metropolitan",225,0.385501228070013
"Town",225,0.385501228070013
"Rural",225,0.385501228070013
"Metropolitan",226,0.00164159427866638
"Town",226,0.00164159427866638
"Rural",226,0.00164159427866638
"Metropolitan",227,0.00139812379729281
"Town",227,0.00139812379729281
"Rural",227,0.00139812379729281
"Metropolitan",228,3.15294512668493
"Town",228,3.15294512668493
"Rural",228,3.15294512668493
"Metropolitan",229,0.886016460919882
"Town",229,0.886016460919882
"Rural",229,0.886016460919882
"Metropolitan",230,0.362834281410804
"Town",230,0.362834281410804
"Rural",230,0.362834281410804
"Metropolitan",231,6.53859461165222
"Town",231,6.53859461165222
"Rural",231,6.53859461165222
"Metropolitan",232,0.00151200399344081
"Town",232,0.00151200399344081
"Rural",232,0.00151200399344081
"Metropolitan",233,0.00126542820237652
"Town",233,0.00126542820237652
"Rural",233,0.00126542820237652
"Metropolitan",234,0.479496666228057
"Town",234,0.479496666228057
"Rural",234,0.479496666228057
"Metropolitan",235,0.118442971313148
"Town",235,0.118442971313148
"Rural",235,0.118442971313148
"Metropolitan",236,1.23866353131107e-09
"Town",236,1.23866353131107e-09
"Rural",236,1.23866353131107e-09
"Metropolitan",237,0.166629736012717
"Town",237,0.166629736012717
"Rural",237,0.166629736012717
"Metropolitan",238,0.573381651574819
"Town",238,0.573381651574819
"Rural",238,0.573381651574819
"Metropolitan",239,0.372987410560805
"Town",239,0.372987410560805
"Rural",239,0.372987410560805
"Metropolitan",240,2.70843315307178
"Town",240,2.70843315307178
"Rural",240,2.70843315307178
"Metropolitan",241,12.0928641070505
"Town",241,12.0928641070505
"Rural",241,12.0928641070505
"Metropolitan",242,11.0649881999534
"Town",242,11.0649881999534
"Rural",242,11.0649881999534
"Metropolitan",243,4.11409378707837
"Town",243,4.11409378707837
"Rural",243,4.11409378707837
"Metropolitan",244,0.00158862449068293
"Town",244,0.00158862449068293
"Rural",244,0.00158862449068293
"Metropolitan",245,66.2540309149443
"Town",245,66.2540309149443
"Rural",245,66.2540309149443
"Metropolitan",246,3.2015700897211
"Town",246,3.2015700897211
"Rural",246,3.2015700897211
"Metropolitan",247,0.00133749093985667
"Town",247,0.00133749093985667
"Rural",247,0.00133749093985667
"Metropolitan",248,3.90646886645112
"Town",248,3.90646886645112
"Rural",248,3.90646886645112
"Metropolitan",249,0.00125930844886001
"Town",249,0.00125930844886001
"Rural",249,0.00125930844886001
"Metropolitan",250,1.86624859706316
"Town",250,1.86624859706316
"Rural",250,1.86624859706316
"Metropolitan",251,0.430037658101397
"Town",251,0.430037658101397
"Rural",251,0.430037658101397
"Metropolitan",252,0.156574060008209
"Town",252,0.156574060008209
"Rural",252,0.156574060008209
"Metropolitan",253,7.76995005268298e-06
"Town",253,7.76995005268298e-06
"Rural",253,7.76995005268298e-06
"Metropolitan",254,0.001774628968657
"Town",254,0.001774628968657
"Rural",254,0.001774628968657
"Metropolitan",255,0.33696446142924
"Town",255,0.33696446142924
"Rural",255,0.33696446142924
"Metropolitan",256,2.63941801656742
"Town",256,2.63941801656742
"Rural",256,2.63941801656742
"Metropolitan",257,0.00106116308806576
"Town",257,0.00106116308806576
"Rural",257,0.00106116308806576
"Metropolitan",258,0.00155103232623371
"Town",258,0.00155103232623371
"Rural",258,0.00155103232623371
"Metropolitan",259,0.23462725339467
"Town",259,0.23462725339467
"Rural",259,0.23462725339467
"Metropolitan",260,1.60834111086987
"Town",260,1.60834111086987
"Rural",260,1.60834111086987
"Metropolitan",261,0.167804210066321
"Town",261,0.167804210066321
"Rural",261,0.167804210066321
"Metropolitan",262,0.0117923446576062
"Town",262,0.0117923446576062
"Rural",262,0.0117923446576062
"Metropolitan",263,0.000519120785497912
"Town",263,0.000519120785497912
"Rural",263,0.000519120785497912
"Metropolitan",264,0.280564066322521
"Town",264,0.280564066322521
"Rural",264,0.280564066322521
"Metropolitan",265,1.08376586156244
"Town",265,1.08376586156244
"Rural",265,1.08376586156244
"Metropolitan",266,13.3016848522753
"Town",266,13.3016848522753
"Rural",266,13.3016848522753
"Metropolitan",267,32.9437918485241
"Town",267,32.9437918485241
"Rural",267,32.9437918485241
"Metropolitan",268,37.8484220943512
"Town",268,37.8484220943512
"Rural",268,37.8484220943512
"Metropolitan",269,2.83618100641938
"Town",269,2.83618100641938
"Rural",269,2.83618100641938
"Metropolitan",270,10.542784910338
"Town",270,10.542784910338
"Rural",270,10.542784910338
"Metropolitan",271,15.3064011198398
"Town",271,15.3064011198398
"Rural",271,15.3064011198398
"Metropolitan",272,26.1993633327395
"Town",272,26.1993633327395
"Rural",272,26.1993633327395
"Metropolitan",273,30.2281560114586
"Town",273,30.2281560114586
"Rural",273,30.2281560114586
"Metropolitan",274,37.6584755883248
"Town",274,37.6584755883248
"Rural",274,37.6584755883248
"Metropolitan",275,4.617071241683
"Town",275,4.617071241683
"Rural",275,4.617071241683
"Metropolitan",276,30.8263831953925
"Town",276,30.8263831953925
"Rural",276,30.8263831953925
"Metropolitan",277,5.15644910639901
"Town",277,5.15644910639901
"Rural",277,5.15644910639901
"Metropolitan",278,7.00984033508631
"Town",278,7.00984033508631
"Rural",278,7.00984033508631
"Metropolitan",279,14.3391762024071
"Town",279,14.3391762024071
"Rural",279,14.3391762024071
"Metropolitan",280,0.509053784411367
"Town",280,0.509053784411367
"Rural",280,0.509053784411367
"Metropolitan",281,1.91511365405862
"Town",281,1.91511365405862
"Rural",281,1.91511365405862
"Metropolitan",282,0.412446675343983
"Town",282,0.412446675343983
"Rural",282,0.412446675343983
"Metropolitan",283,0.737984756529372
"Town",283,0.737984756529372
"Rural",283,0.737984756529372
"Metropolitan",284,8.05785148509327
"Town",284,8.05785148509327
"Rural",284,8.05785148509327
"Metropolitan",285,23.3725792498748
"Town",285,23.3725792498748
"Rural",285,23.3725792498748
"Metropolitan",286,0.00176969137568364
"Town",286,0.00176969137568364
"Rural",286,0.00176969137568364
"Metropolitan",287,0.00135590357957532
"Town",287,0.00135590357957532
"Rural",287,0.00135590357957532
"Metropolitan",288,0.00214653936672418
"Town",288,0.00214653936672418
"Rural",288,0.00214653936672418
"Metropolitan",289,16.689968313919
"Town",289,16.689968313919
"Rural",289,16.689968313919
"Metropolitan",290,2.86219010205145
"Town",290,2.86219010205145
"Rural",290,2.86219010205145
"Metropolitan",291,0.000872997898665967
"Town",291,0.000872997898665967
"Rural",291,0.000872997898665967
"Metropolitan",292,4.55400801593306
